pmid,paragraph,abstract,label,registry,trn
31395593,1,Data from observational and interventional studies provide discordant results regarding the relationship between creatinine increase after renin-angiotensin system inhibition (RASi) and adverse outcomes. We compared health outcomes among patients with different categories of increase in creatinine upon initiation of RASi in a large population-based cohort.,BACKGROUND AND OBJECTIVES,NA,NA
31395593,2,"We performed a retrospective analysis of the Stockholm CREAtinine Measurements database, which contains complete information on diagnoses, medication dispensation claims, and laboratory test results for all Stockholm citizens accessing health care. Included were 31,951 adults initiating RASi during 2007-2011 with available pre- and postinitiation creatinine monitoring. Multivariable Cox regression was used to compare mortality, cardiovascular and ESKD events among individuals with different ranges of creatinine increases within 2 months after starting treatment.","DESIGN, SETTING, PARTICIPANTS, & MEASUREMENTS",NA,NA
31395593,3,"In a median follow-up of 3.5 years, acute increases in creatinine were associated with mortality (3202 events) in a graded manner: compared with creatinine increases <10%, a 10%-19% increase showed an adjusted hazard ratio (HR) of 1.15 (95% confidence interval [95% CI], 1.05 to 1.27); HR 1.22 (95% CI, 1.07 to 1.40) for 20%-29%; HR 1.55 (95% CI, 1.36 to 1.77) for ≥30%. Similar graded associations were present for heart failure (2275 events, P<0.001) and ESKD (52 events; P<0.001), and, less consistently, myocardial infarction (842 events, P=0.25). Results were robust across subgroups, among continuing users, when patients with decreases in creatinine were excluded from the reference group, and after accounting for death as a competing risk.",RESULTS,NA,NA
31395593,4,"Among real-world monitored adults, increases in creatinine (>10%) after initiation of RASi are associated with worse health outcomes. These results do not address the issue of discontinuation of RASi when plasma creatinine increases but do suggest that patients with increases in creatinine have higher subsequent risk of cardiovascular and kidney outcomes.",CONCLUSIONS,NA,NA
31422044,1,"Transmission of Mycobacterium leprae, the pathogen causing leprosy, is still persistent. To facilitate timely (prophylactic) treatment and reduce transmission it is vital to both early diagnose leprosy, and identify infected individuals lacking clinical symptoms. However, leprosy-specific biomarkers are limited, particularly for paucibacillary disease. Therefore, our objective was to identify new biomarkers for leprosy and assess their applicability in point-of-care (POC) tests.",BACKGROUND,NA,NA
31422044,2,"Using multiplex-bead-arrays, 60 host-proteins were measured in a cross-sectional approach in 24-h whole blood assays (WBAs) collected in Bangladesh (79 patients; 54 contacts; 51 endemic controls (EC)). Next, 17 promising biomarkers were validated in WBAs of a separate cohort (55 patients; 27 EC). Finally, in a third cohort (36 patients; 20 EC), five candidate markers detectable in plasma were assessed for application in POC tests.",METHODS,NA,NA
31422044,3,"This study identified three new biomarkers for leprosy (ApoA1, IL-1Ra, S100A12), and confirmed five previously described biomarkers (CCL4, CRP, IL-10, IP-10, αPGL-I IgM). Overnight stimulation in WBAs provided increased specificity for leprosy and was required for IL-10, IL-1Ra and CCL4. The remaining five biomarkers were directly detectable in plasma, hence suitable for rapid POC tests. Indeed, lateral flow assays (LFAs) utilizing this five-marker profile detected both multi- and paucibacillary leprosy patients with variable immune responses.",FINDINGS,NA,NA
31422044,4,"Application of novel host-biomarker profiles to rapid, quantitative LFAs improves leprosy diagnosis and allows POC testing in low-resource settings. This platform can thus aid diagnosis and classification of leprosy and also provides a tool to detect M.leprae infection in large-scale contact screening in the field.",INTERPRETATION,NA,NA
31424417,1,In this study we quantitatively describe ocular weakness patterns in myasthenia gravis (MG) to help neurologists in making the clinical diagnosis and to investigate how the current outcome measures reflect ocular weakness in MG.,INTRODUCTION,NA,NA
31424417,2,We investigated ptosis and diplopia patterns in a retro- and prospective cohort of 306 MG patients. Diplopia was systematically examined by testing extra-ocular muscle (EOM) fatigability in two horizontal and four oblique directions for 60 seconds.,METHODS,NA,NA
31424417,3,"Of patients with initial symmetric ptosis, 40% developed asymmetric ptosis at the second visit. Changes in form of ptosis occurred less often in seronegative MG patients (50%) than in patients with acetylcholine receptor (AChR) antibodies (70%) or muscle-specific kinase (MuSK) antibodies (69%) (p = 0.038). Of patients with diplopia on the first visit, double vision contained both a vertical and horizontal component in 95%. At the second visit, 83% manifested diplopia in other gaze directions. The mean time (in seconds) to diplopia was 11.6±14.0 and the mean time to ptosis was 27.6±19.8. Diplopia or ptosis manifested within 30 seconds in 87% and 58%, respectively. Patients who manifested diplopia after 30 seconds, reported no limitations due to diplopia.",RESULTS,NA,NA
31424417,4,"Changes in the gaze directions in which diplopia occurs or ptosis side occur frequently in MG. In diagnostically challenging cases, we recommend testing ptosis and diplopia in multiple gaze directions for 30-60 seconds during at least two follow-up visits to maximize the chance of observing changes in ocular weakness patterns.",DISCUSSION,NA,NA
31428002,1,"The etiology of takotsubo cardiomyopathy (TTC)-a rare, reversible, and acquired form of cardiac diseases-is not yet fully explained. An exaggerated activation of the sympathetic-nervous-system (SNS) following stressful psychosocial life events is discussed to be of key importance. In this experimental study, we tested whether TTC patients, compared to heart-healthy controls, respond more strongly to supporting placebo interventions and stressful nocebo interventions targeting cardiac function. In a single experimental session, 20 female TTC patients and 20 age matched (mean age 61.5 years, ± 12.89) catheter-confirmed heart-healthy women were examined. Saline solution was administered three times i.v. to all participants, with the verbal suggestion they receive an inert substance with no effects on the heart (neutral condition), a drug that would support cardiac functions (positive condition), and a drug that would burden the heart (negative condition). Systolic and diastolic blood pressure (DBP/SBP), heart rate (HR), endocrine markers cortisol (µg/dl), copeptin (pmol/l), and subjective stress ratings (SUD) were assessed to examine alterations of the SNS and the hypothalamic-pituitary-adrenal axis (HPA). Before and after each intervention SUD was rated. One pre and three post serum cortisol and copeptin samples were assessed, and a long-term electrocardiogram as well as non-invasive, continuous blood pressure was recorded. The study design elucidated a significant increase of SUD levels as a response to the nocebo intervention, while perceived stress remained unaffected during the preceding neutral and positive interventions. Increasing SUD levels were accompanied by higher SBP and an anticipatory increase of HR shortly prior to the nocebo intervention. SBP increased also as a response to positive verbal suggestions (Bonferroni-corrected p-values > .05). Alterations of cortisol and copeptin due to the interventions and significant placebo effects failed to appear. Interestingly no differences between TCC patients and controls could be found.These findings do not support the assumption of an exaggerated activation of the SNS as a discriminatory factor for TTC. Since especially the nocebo intervention revealed negative subjective and objective effects, our results underscore the urgent need to consider carefully the impact of verbal suggestions in the interaction with cardiac patients in daily clinical routine. This study is registered at the Deutsches Register Klinischer Studien (DRKS00009296).",NA,DRKS,DRKS00009296
31428929,1,Cardiovascular disease is the leading cause of death in children with chronic kidney disease (CKD). Serum levels of gut-derived uremic toxins increase with deterioration of kidney function and are associated with cardiac comorbidities in adult CKD patients.,BACKGROUND,NA,NA
31428929,2,"Indoxyl sulfate (IS) and p-cresyl sulfate (pCS) were measured by high-performance liquid chromatography in serum of children participating in the Cardiovascular Comorbidity in Children with CKD (4C) Study. Results were correlated with measurements of the carotid intima-media thickness (cIMT), central pulse wave velocity (PWV), and left ventricular mass index (LVMI) in children aged 6-17 years with initial eGFR of 10-60 ml/min per 1.73 m2.",METHODS,NA,NA
31428929,3,"The median serum levels of total IS and of pCS, measured in 609 patients, were 5.3 μmol/l (8.7) and 17.0 μmol/l (21.6), respectively. In a multivariable regression model, IS and pCS showed significant positive associations with urea and negative associations with eGFR and uric acid. Furthermore, positive associations of pCS with age, serum albumin, and non-Mediterranean residency and a negative association with glomerular disease were observed. By multivariable regression analysis, only IS was significantly associated with a higher cIMT SDS at baseline and progression of PWV SDS within 12 months, independent of other risk factors.",RESULTS,NA,NA
31428929,4,Serum levels of gut-derived uremic toxins IS and pCS correlated inversely with eGFR in children. Only IS was significantly associated with surrogate markers of cardiovascular disease in this large pediatric CKD cohort.,CONCLUSIONS,NA,NA
31428975,1,"PET (positron emission tomography) biokinetic modelling relies on accurate quantitative data. One of the main corrections required in PET imaging to obtain high quantitative accuracy is tissue attenuation correction (AC). Incorrect non-uniform PET-AC may result in local bias in the emission images, and thus in relative activity distributions and time activity curves for different regions. MRI (magnetic resonance imaging)-based AC is an active area of research in PET/MRI neuroimaging, where several groups developed in the last few years different methods to calculate accurate attenuation (μ-)maps. Some AC methods have been evaluated for different PET radioisotopes and pathologies. However, AC in PET/MRI has scantly been investigated in dynamic PET studies where the aim is to get quantitative kinetic parameters, rather than semi-quantitative parameters from static PET studies. In this work, we investigated the impact of AC accuracy in PET image absolute quantification and, more importantly, in the slope of the Patlak analysis based on the simplified reference tissue model, from a dynamic [18F]-fluorodopa (FDOPA) PET/MRI study. In the study, we considered the two AC methods provided by the vendor and an in-house AC method based on the dual ultrashort time echo MRI sequence, using as reference a multi-atlas-based AC method based on a T1-weighted MRI sequence.",BACKGROUND,NA,NA
31428975,2,"Non-uniform bias in absolute PET quantification across the brain, from - 20% near the skull to - 10% in the central region, was observed using the two vendor's μ-maps. The AC method developed in-house showed a - 5% and 1% bias, respectively. Our study resulted in a 5-9% overestimation of the PET kinetic parameters with the vendor-provided μ-maps, while our in-house-developed AC method showed < 2% overestimation compared to the atlas-based AC method, using the cerebellar cortex as reference region. The overestimation obtained using the occipital pole as reference region resulted in a 7-10% with the vendor-provided μ-maps, while our in-house-developed AC method showed < 6% overestimation.",RESULTS,NA,NA
31428975,3,"PET kinetic analyses based on a reference region are especially sensitive to the non-uniform bias in PET quantification from AC inaccuracies in brain PET/MRI. Depending on the position of the reference region and the bias with respect to the analysed region, kinetic analyses suffer different levels of bias. Considering bone in the μ-map can potentially result in larger errors, compared to the absence of bone, when non-uniformities in PET quantification are introduced.",CONCLUSIONS,NA,NA
31443329,1,"Severe streptococcal infections are commonly treated with intravenous followed by oral penicillin (pheneticillin) therapy. However, switching from iv to oral therapy is complicated by the variability in oral pheneticillin absorption. We employed an Oral Absorption Test (OAT) for pheneticillin to identify patients in whom oral pheneticillin absorption is poor. Out of 84 patients 30 patients (36%) were identified as insufficient absorbers. Treatment failure due to pheneticillin malabsorption can be avoided by performing an OAT, and these patients should be treated by another antibiotic, which is known to be absorbed well.",NA,NA,NA
31450448,1,"Body fluid N-glycome analysis as well as glyco-proteoform profiling of existing protein biomarkers potentially provides a stratification layer additional to quantitative, diagnostic protein levels. For clinical omics applications, the collection of a dried blood spot (DBS) is increasingly pursued as an alternative to sampling milliliters of peripheral blood. Here we evaluate DBS cards as a blood collection strategy for protein N-glycosylation analysis aiming for high-throughput clinical applications. A protocol for facile N-glycosylation profiling from DBS is developed that includes sialic acid linkage differentiation. This protocol is based on a previously established total plasma N-glycome mass spectrometry (MS) method, with adjustments for the analysis of DBS specimens. After DBS-punching and protein solubilization N-glycans are released, followed by chemical derivatization of sialic acids and MS-measurement of N-glycan profiles. With this method, more than 80 different glycan structures are identified from a DBS, with RSDs below 10% for the ten most abundant glycans. N-glycan profiles of finger-tip blood and venous blood are compared and short-term stability of DBS is demonstrated. This method for fast N-glycosylation profiling of DBS provides a minimally invasive alternative to conventional serum and plasma protein N-glycosylation workflows. With simplified blood sampling this DBS approach has vast potential for clinical glycomics applications.",NA,NA,NA
31462511,1,"Loss of function of TREM2, a key receptor selectively expressed by microglia in the brain, contributes to the development of Alzheimer's disease (AD). We therefore examined whether soluble TREM2 (sTREM2) concentrations in cerebrospinal fluid (CSF) were associated with reduced rates of cognitive decline and clinical progression in subjects with AD or mild cognitive impairment (MCI). We measured sTREM2 in CSF samples from 385 elderly subjects, including cognitively normal controls, individuals with MCI, and subjects with AD dementia (follow-up period: mean, 4 years; range 1.5 to 11.5 years). In subjects with AD defined by evidence of CSF Aβ1-42 (amyloid β-peptide 1 to 42; A+) and CSF p-tau181 (tau phosphorylated on amino acid residue 181; T+), higher sTREM2 concentrations in CSF at baseline were associated with attenuated decline in memory and cognition. When analyzed in clinical subgroups, an association between higher CSF sTREM2 concentrations and subsequent reduced memory decline was consistently observed in individuals with MCI or AD dementia, who were positive for CSF Aβ1-42 and CSF p-tau181 (A+T+). Regarding clinical progression, a higher ratio of CSF sTREM2 to CSF p-tau181 concentrations predicted slower conversion from cognitively normal to symptomatic stages or from MCI to AD dementia in the subjects who were positive for CSF Aβ1-42 and CSF p-tau181. These results suggest that sTREM2 is associated with attenuated cognitive and clinical decline, a finding with important implications for future clinical trials targeting the innate immune response in AD.",NA,NA,NA
31474997,1,"The human fetal immune system must protect the infant against the sudden exposure to a large variety of pathogens upon birth. While it is known that the fetal immune system develops in sequential waves, relatively little is known about the composition of the innate and adaptive immune system in the tissues. Here, we applied high-dimensional mass cytometry to profile the immune system in human fetal liver, spleen, and intestine. With Hierarchical Stochastic Neighbor Embedding (HSNE) we distinguished 177 distinct immune cell clusters, including both previously identified and novel cell clusters. PCA analysis indicated substantial differences between the compositions of the immune system in the different organs. Through dual t-SNE we identified tissue-specific cell clusters, which were found both in the innate and adaptive compartment. To determine the spatial location of tissue-specific subsets we developed a 31-antibody panel to reveal both the immune compartment and surrounding stromal elements through analysis of snap-frozen tissue samples with imaging mass cytometry. Imaging mass cytometry reconstructed the tissue architecture and allowed both the characterization and determination of the location of the various immune cell clusters within the tissue context. Moreover, it further underpinned the distinctness of the immune system in the tissues. Thus, our results provide evidence for early compartmentalization of the adaptive and innate immune compartment in fetal spleen, liver, and intestine. Together, our data provide a unique and comprehensive overview of the composition and organization of the human fetal immune system in several tissues.",NA,NA,NA
31477039,1,"Patient-reported outcome measures (PROMs) are becoming increasingly important in healthcare. In nephrology, there is no agreement on which chronic kidney disease (CKD) symptom questionnaire to use. Therefore, the aim of this study is to select a valid symptom questionnaire for routine assessment in patients with advanced CKD.",BACKGROUND,NA,NA
31477039,2,"A four-phase mixed methods approach, using qualitative and quantitative research methods, was applied. First, a systematic literature search was conducted to retrieve existing symptom questionnaires. Second, a symptom list was created including all symptoms in existing questionnaires and symptoms mentioned in interviews with patients with CKD, from which symptom clusters were identified. Next, questionnaires were selected based on predefined criteria regarding content validity. Last, two online feedback panels of patients with CKD (n = 151) and experts (n = 6) reviewed the most promising questionnaires.",METHODS,NA,NA
31477039,3,"The literature search identified 121 questionnaires, of which 28 were potentially suitable for symptom assessment in patients with advanced CKD. 101 unique symptoms and 10 symptom clusters were distinguished. Based on predefined criteria, the Dialysis Symptom Index (DSI) and Palliative Care Outcome Scale-Renal Version (IPOS-Renal) were selected and reviewed by feedback panels. Patients needed 5.4 and 7.5 min to complete the DSI and IPOS-Renal, respectively (p < 0.001). Patients experienced the DSI as more specific, complete and straightforward compared to the IPOS-Renal.",RESULTS,NA,NA
31477039,4,"The DSI was found to be valid and reliable, the most relevant, complete, and comprehensible symptom questionnaire available for routine assessment in patients with advanced CKD. Routine PROMs collection could be of great value to healthcare, both at individual patient and national level. Feedback on scores and involvement of healthcare providers may promote adaptation and implementation in healthcare.",CONCLUSIONS,NA,NA
31488385,1,"The distribution of muscle weakness in myasthenia gravis (MG) patients with acetylcholine receptor (AChR) antibodies is highly variable. As muscle groups respond differently to therapeutic interventions, it is important to acknowledge this variability. We analysed the distribution of muscle weakness in 225 AChR MG patients over time. On the basis of combinations of muscle weakness, seven phenotypes were defined: 'ocular' (O), 'bulbar' (B), 'neck/limbs/respiratory' (NLR), or a combination (O+B, O+NLR, B+NLR and O+B+NLR). MG remained restricted to ocular weakness in 5%, whereas 7% never had ocular weakness. At last follow-up, ocular or bulbar weakness had resolved more frequently than NLR weakness (40%, 38% and 25%; p = 0.003, respectively). Patients with O, B or OB phenotype at baseline had a higher age at onset and were more frequently male than patients with NLR, ONLR, BNLR or OBNLR phenotype (52.7 ± 17.5 vs. 44.0 ± 18.9; p = 0.007 and 64% vs. 37%; p = 0.002, respectively). MG patients have heterogeneous distributions of muscle weakness and frequently shift between phenotypes. The phenotypic variations found in AChR MG suggest that also other factors aside from the AChR antibody mediated immune response are of importance in determining the disease expression in MG.",NA,NA,NA
31533017,1,"To assess and improve the quality of oral healthcare, we must first agree on what constitutes good care. Currently there is no internationally accepted definition for quality of oral healthcare. Therefore, the purpose of the study was to establish a working definition for quality of oral healthcare that would help to advance further improvements in the field of quality improvement in oral healthcare. The development of the working definition included a 3-step approach: 1) literature screening; 2) expert-based compilation of an initial list of topics, leaning on the National Academy of Medicine framework for quality of care; and 3) a World Café with voting, which took place during the annual general meeting of the International Association for Dental Research in 2018. Following this approach, the collective intelligence of involved participants yielded a comprehensive list of items, prioritized by relevance. The resulting working definition comprises 7 domains—patient safety, effectiveness, efficiency, patient-centeredness, equitability, timeliness, access to care—and 30 items, which together characterize quality of oral healthcare. This aspirational working definition provides the potential to facilitate further conversations and activities aiming at quality improvement in oral healthcare.",NA,NA,NA
31533017,2,This special communication describes the development of a working definition for quality of oral healthcare. The findings of this study are intended to raise awareness of the relevance of quality improvement initiatives in oral healthcare. The working definition described here has the potential to facilitate further conversations and activities aiming at quality improvement in oral healthcare.,KNOWLEDGE TRANSFER STATEMENT,NA,NA
31562560,1,"Alien limb syndrome following stroke within the territory of the posterior cerebral artery is exceedingly rare. A right-handed female experienced left homonymous hemianopia, visuospatial neglect, and proprioceptive loss of her left hemi-body. She experienced unintended, involuntary movements of her left arm and hand, which interfered with and disturbed motor actions of daily life performed with her right upper limb. There was no denial of ownership, but she interpreted movements of her left upper limb to be annoying, out of her will and unwanted. The alien limb phenomenon improved in parallel with improvement of proprioceptive loss over a 12-week of in-patient rehabilitation. A recently proposed theoretical concept of the alien limb phenomenon after posterior artery stroke is discussed.",NA,NA,NA
31601999,1,"Transdermal fentanyl is widely used to control pain in cancer patients. The high pharmacokinetic variability of fentanyl is assumed to be due to cytochrome P450 3A-mediated (CYP3A) N-dealkylation to norfentanyl in humans. However, recently published clinical studies question the importance of the described metabolic pathway. In this small study in palliative cancer patients under real-life clinical conditions, the influence of CYP3A on fentanyl variability was investigated. In addition to the determination of midazolam plasma concentration to reveal CYP3A activity, plasma concentrations of fentanyl and its metabolite, norfentanyl, were measured in identical blood samples of 20 patients who participated in an ongoing trial and had been on transdermal fentanyl. Fentanyl, norfentanyl, midazolam, and 1'-OH-midazolam were quantified by liquid chromatography/tandem mass spectrometry. Plasma concentrations of fentanyl and norfentanyl exhibited a large variability. Mean estimated total clearance of fentanyl and mean metabolic clearance of midazolam (as a marker of CYP3A activity) were 75.5 and 36.3 L/h. Both clearances showed a weak correlation and hence a minimal influence of CYP3A on fentanyl elimination.",NA,NA,NA
31627718,1,To determine whether use of intrauterine device (IUD) is influenced by a history of induced abortion and the type of contraceptives used until costs are covered.,BACKGROUND,NA,NA
31627718,2,"We analyzed data from 301 female residents in Mecklenburg-West Pomerania, an economically challenged community. The women, aged between 20 and 35 years, were entitled to receive unemployment benefits, and had access to free-of-charge oral contraceptives, ring or IUD. Cross-sectional data were analyzed using logistic regression.",METHODS,NA,NA
31627718,3,"There were 112 (37.2%) women with a history of induced abortion, and 46 (15.3%) reported exclusively using less effective contraceptives (e.g. condoms). In a univariate logistic regression, use of an IUD was associated with a history of having had an induced abortion. Furthermore, uptake of an IUD was associated with women who had, until costs were covered, exclusively choice to use less effective contraceptives (OR = 3.281, 95% CI: 1.717; 6.273). Both associations remained significant in a multivariate model.",RESULTS,NA,NA
31627718,4,"Free contraceptives provided to women receiving unemployment benefits may increase the use of IUDs, especially among those with a history of an induced abortion and those using less effective contraceptives.",CONCLUSIONS,NA,NA
31630606,1,"Bispecific monoclonal antibodies (BsAbs) are engineered proteins with multiple functionalities and properties. The ""bi-specificity"" of these complex biopharmaceuticals is a key characteristic for the development of novel and more effective therapeutic strategies. The high structural complexity of BsAbs poses a challenge to the analytical methods needed for their characterization. Modifications of the BsAb structure, resulting from enzymatic and non-enzymatic processes, further complicate the analysis. An important example of the latter type of modification is glycation, which can occur in the manufacturing process, during storage in the formulation or in vivo after application of the drug. Glycation affects the structure, function, and stability of monoclonal antibodies, and consequently, a detailed analysis of glycation levels is required. Mass spectrometry (MS) plays a key role in the structural characterization of monoclonal antibodies and top-down, middle-up and middle-down MS approaches are increasingly used for the analysis of modifications. Here, we apply a novel middle-up strategy, based on IdeS digestion and matrix-assisted laser desorption ionization (MALDI) Fourier transform ion cyclotron resonance (FT-ICR) MS, to analyze all six different BsAb subunits in a single high-resolution mass spectrum, namely two light chains, two half fragment crystallizable regions and two Fd' regions, thus avoiding upfront chromatography. This method was used to monitor glycation changes during a 168 h forced-glycation experiment. In addition, hot spot glycation sites were localized using top-down and middle-down MALDI-in-source decay FT-ICR MS, which provided complementary information compared to standard bottom-up MS.",NA,NA,NA
31676591,1,"Facioscapulohumeral dystrophy (FSHD) is associated with partial chromatin relaxation of the DUX4 retrogene containing D4Z4 macrosatellite repeats on chromosome 4, and transcriptional de-repression of DUX4 in skeletal muscle. The common form of FSHD, FSHD1, is caused by a D4Z4 repeat array contraction. The less common form, FSHD2, is generally caused by heterozygous variants in SMCHD1.",BACKGROUND,NA,NA
31676591,2,We employed whole exome sequencing combined with Sanger sequencing to screen uncharacterised FSHD2 patients for extra-exonic SMCHD1 mutations. We also used CRISPR-Cas9 genome editing to repair a pathogenic intronic SMCHD1 variant from patient myoblasts.,METHODS,NA,NA
31676591,3,"We identified intronic SMCHD1 variants in two FSHD families. In the first family, an intronic variant resulted in partial intron retention and inclusion of the distal 14 nucleotides of intron 13 into the transcript. In the second family, a deep intronic variant in intron 34 resulted in exonisation of 53 nucleotides of intron 34. In both families, the aberrant transcripts are predicted to be non-functional. Deleting the pseudo-exon by CRISPR-Cas9 mediated genome editing in primary and immortalised myoblasts from the index case of the second family restored wild-type SMCHD1 expression to a level that resulted in efficient suppression of DUX4.",RESULTS,NA,NA
31676591,4,"The estimated intronic mutation frequency of almost 2% in FSHD2, as exemplified by the two novel intronic SMCHD1 variants identified here, emphasises the importance of screening for intronic variants in SMCHD1. Furthermore, the efficient suppression of DUX4 after restoring SMCHD1 levels by genome editing of the mutant allele provides further guidance for therapeutic strategies.",CONCLUSIONS,NA,NA
31678166,1,"The therapy resistance of pancreatic cancer is associated with the loss of gap junction intercellular communication and connexin 43 expression. The broccoli isothiocyanate sulforaphane restored these features and therapy sensitivity. We investigated whether microRNA signaling is involved. Established cell lines and a patient tissue array (n = 96) were evaluated by miRNA and gene array, bioinformatics, expression studies, in situ hybridization and immunohistochemistry. Sulforaphane inhibited the expression of our top candidate miR30a-3p. Upon transfection of miR30a-3p inhibitors, the gemcitabine bystander effect, Cx43 expression and intercellular communication increased, whereas miR30a-3p mimics inhibited the luciferase activity of a Cx43 3'-UTR construct. miR30a-3p-overexpressing tumor xenografts had a decreased tumor volume and increased gemcitabine sensitivity. In patient tissues, a higher expression of miR30a-3p and a lower expression of Cx43 correlated with malignancy. These findings provide new knowledge and suggest sulforaphane as cotreatment for pancreatic cancer.",NA,NA,NA
31733134,1,"Leprosy is a human infectious disease caused by Mycobacterium leprae or Mycobacterium lepromatosis that can also occur in animals and even manifest as zoonosis. Recently, both mycobacteria were detected in red squirrels (Sciurus vulgaris) from the British Isles. To further explore the presence of leprosy bacilli in North-West Europe, we screened Belgian and Dutch squirrels. Tissue samples from 115 animals tested by qPCR were negative for both pathogens. No molecular or pathological evidence was found of the presence of these zoonotic pathogens in North-West Europe.",NA,NA,NA
31745866,1,"Macrophage migration inhibitory factor (MIF) is an upstream regulator of innate immunity and dysregulated MIF is a key mediator of acute and chronic inflammatory processes, autoimmune and cardiovascular diseases, as well as cancer. MIF is a pleiotropic cytokine with chemokine-like functions that has been designated as an atypical chemokine (ACK). It orchestrates leukocyte recruitment and migration into inflamed tissues through non-cognate interactions with the classical chemokine receptors CXCR2 and CXCR4, pathways that are further facilitated by MIF's cognate receptor CD74. Here, we describe two complementary methods that can be used to characterize immune cell migration and motility responses controlled by MIF and its receptors. These are the Transwell filter migration assay, also known as modified Boyden chamber assay, a two-dimensional (2D) device, and a matrix-based three-dimensional (3D) chemotaxis assay. The Transwell system is primarily suitable to study chemotactic cell transmigration responses toward a chemoattractant such as MIF through a porous filter membrane. The 3D chemotaxis setup enables for the cellular tracking of migration, invasion, and motility of single cells using live cell imaging.",NA,NA,NA
31783832,1,"Little is known about the clustering of behavioral health risk factors (HRFs), namely the occurrence of 16 specific combinations of tobacco smoking, at-risk alcohol use, overweight and physical inactivity in general hospital patients. Furthermore, social inequalities in HRFs, health and life expectancy are a major concern in public health. In order to establish the need for screening and intervention in general hospital care, the study aimed to determine the co-occurrence of HRFs in patients in four medical departments, and to investigate differences by gender, age and socio-economic characteristics.",BACKGROUND,NA,NA
31783832,2,"Over 17 months, a systematic multiple HRF screening was conducted at one general hospital in northeastern Germany. In total, 6251 18-64 year old patients (92% of eligibles) participated. Proportions and confidence intervals were calculated for all 16 HRF profiles stratified by department, gender, age group, school education, and employment status.",METHODS,NA,NA
31783832,3,"In total, 92.2% of the participants (58.6% male) reported ≥1 HRF, and 65.7% ≥2 HRFs. Men (71.2%), patients aged 35-49 (67.9%) and 50-64 years (69.5%), lower educated (79.0%), and unemployed (77.8%) patients had larger proportions of ≥2 HRFs than their counterparts. In all departments, the most common HRF profiles included overweight. HRF profiles that included alcohol and/ or smoking were more common in ear-nose-throat and trauma surgery than in internal medicine and general surgery patients. Men had higher rates concerning almost all HRF profiles including ≥2 HRFs and alcohol; women concerning profiles that included ≤2 HRFs and inactivity. In older patients, profiles with ≥2 HRFs including overweight; and in younger patients, profiles with smoking and/or alcohol were more common. In lower educated patients, profiles with ≥2 HRFs including inactivity; and in higher educated patients profiles with ≤2 HRFs including alcohol were more common. Compared to others, unemployed patients had higher rates of profiles with ≥3 HRFs including smoking.",RESULTS,NA,NA
31783832,4,"Two in three patients require interventions targeting two or more HRFs. The findings help to develop screening and brief intervention for patients with specific health risk profiles, that can reach most patients, including those most in need and those most hard to reach, with socio-economically disadvantaged people in particular. REGISTRY: clinicaltrials.gov: NCT01291693.",CONCLUSIONS,ClinicalTrials.gov,NCT01291693
31784594,1,"Early diagnosis of leprosy is challenging, particularly its inflammatory reactions, the major cause of irreversible neuropathy in leprosy. Current diagnostics cannot identify which patients are at risk of developing reactions. This study assessed blood RNA expression levels as potential biomarkers for leprosy. Prospective cohorts of newly diagnosed leprosy patients, including reactions, and healthy controls were recruited in Bangladesh, Brazil, Ethiopia and Nepal. RNA expression in 1,090 whole blood samples was determined for 103 target genes for innate and adaptive immune profiling by dual color Reverse-Transcription Multiplex Ligation-dependent Probe Amplification (dcRT-MLPA) followed by cluster analysis. We identified transcriptomic biomarkers associated with leprosy disease, different leprosy phenotypes as well as high exposure to Mycobacterium leprae which respectively allow improved diagnosis and classification of leprosy patients and detection of infection. Importantly, a transcriptomic signature of risk for reversal reactions consisting of five genes (CCL2, CD8A, IL2, IL15 and MARCO) was identified based on cross-sectional comparison of RNA expression. In addition, intra-individual longitudinal analyses of leprosy patients before, during and after treatment of reversal reactions, indicated that several IFN-induced genes increased significantly at onset of reaction whereas IL15 decreased. This multi-site study, situated in four leprosy endemic areas, demonstrates the potential of host transcriptomic biomarkers as correlates of risk for leprosy. Importantly, a prospective five-gene signature for reversal reactions could predict reversal reactions at least 2 weeks before onset. Thus, transcriptomic biomarkers provide promise for early detection of these acute inflammatory episodes and thereby help prevent permanent neuropathy and disability in leprosy patients.",NA,NA,NA
